county_name,percent_for_clinton,median_age,mean_savings,per_capita_income,percent_in_poverty,percent_veterans,percent_female,population_density,percent_in_nursing_homes,crime_index_PC,state,color,region,bush_perc,clinton_perc,clinton_win
Gosper,24.24,40.7,106030,19261,6.2,11.8,48.84,4.4,28,281,NE,Bush,Midwest,46.95,24.24,FALSE
Greeley,30.68,36.6,148573,16342,12.6,14.23,50.92,5.3,23.67,7,NE,Bush,Midwest,41.44,30.66,FALSE
Hall,26.67,33.2,105915,17873,11.4,13.37,51.33,91,22.31,655,NE,Bush,Midwest,44.67,26.58,FALSE
Hamilton,21.57,35.2,159736,18969,8.1,12.96,51.01,16.6,22.44,193,NE,Bush,Midwest,51.72,21.53,FALSE
Harlan,23.11,41.1,181403,18589,12,12.81,51.77,6.7,14.05,278,NE,Bush,Midwest,46.88,23.06,FALSE
Hitchcock,20.74,37.5,92222,16929,11.5,14.08,50.79,5.1,15.83,44,NE,Bush,Midwest,47.6,20.74,FALSE
Holt,14.64,34.4,157841,17763,13,12.83,50.41,5.2,19.6,87,NE,Bush,Midwest,54.9,14.64,FALSE
Howard,27.13,37.2,106900,14689,10.6,12.69,51.03,10.9,10.48,158,NE,Bush,Midwest,40.07,26.34,FALSE
Jefferson,33.53,39.9,162142,18965,10.8,14.17,51.57,15,10.58,183,NE,Bush,Midwest,39.7,33.53,FALSE
Johnson,34.83,40.5,93291,17103,9.1,12.33,51.7,12.2,32.83,100,NE,Bush,Midwest,37.5,34.83,FALSE
Kearney,19.79,35.7,191580,19662,7.8,12.3,50.35,12.8,16.36,256,NE,Bush,Midwest,53.72,19.73,FALSE
Keith,18.76,36.6,183240,15862,9.9,15.87,51.3,7.9,9.64,410,NE,Bush,Midwest,51.65,18.64,FALSE
Kimball,22.82,38.2,171378,19083,10.1,15.98,50.93,4.2,17.25,353,NE,Bush,Midwest,52.04,22.81,FALSE
Knox,22.71,40.6,136369,15972,14.9,14.49,51.12,8.6,23.37,62,NE,Bush,Midwest,49.55,22.7,FALSE
Lancaster,39.3,30.7,94036,19483,9,10.82,51.12,262.4,7.41,751,NE,Bush,Midwest,39.46,39.28,FALSE
Lincoln,32.98,34.6,90295,17379,12,14.81,51.27,12.9,7.95,550,NE,Bush,Midwest,45.04,32.94,FALSE
Madison,17.12,32.2,121073,17293,10.4,11.86,51.01,57.8,19.06,367,NE,Bush,Midwest,56,18.73,FALSE
Merrick,22.67,36.2,100898,15604,8.9,14.48,50.37,16.7,16.54,244,NE,Bush,Midwest,48.65,22.67,FALSE
Morrill,22.85,37.4,99292,19454,14.6,13.09,50.27,3.7,10.38,164,NE,Bush,Midwest,46.89,22.83,FALSE
Nance,28.13,36.3,161679,17655,11.8,13.79,50.32,9.7,18.84,98,NE,Bush,Midwest,42.83,28.13,FALSE
Nemaha,28.8,35.1,145113,17650,11.3,12.72,50.34,19.3,13.04,91,NE,Bush,Midwest,44.01,28.8,FALSE
Nuckolls,28.21,40.3,183395,17845,11.7,14.27,51.74,9.7,20.89,43,NE,Bush,Midwest,43.16,28.19,FALSE
Otoe,29.8,38.2,127641,17557,10,12.25,52.09,23.4,23.26,193,NE,Bush,Midwest,43.29,29.8,FALSE
Pawnee,31.31,44.1,107366,19491,12.3,15.84,51.98,7.4,19.69,109,NE,Bush,Midwest,37.06,31.31,FALSE
Perkins,18.01,37.7,146028,20474,8.7,11.81,49.92,3.6,16.88,109,NE,Bush,Midwest,50.54,18.01,FALSE
Phelps,16.94,36,215327,20617,8.5,11.41,51.73,18.1,18.67,215,NE,Bush,Midwest,56.13,16.93,FALSE
Pierce,17.15,35.4,107338,16388,10,12.38,50.9,13.6,17.56,114,NE,Bush,Midwest,52.02,17.15,FALSE
Platte,17.43,32.1,133726,18335,8.8,11.8,50.73,44.4,5.88,327,NE,Bush,Midwest,55.76,17.45,FALSE
Polk,22.67,39.4,157607,20835,6.9,15.67,51.07,12.5,28.36,189,NE,Bush,Midwest,49.25,22.65,FALSE
Red Willow,21.87,35,172497,17437,12.6,13.31,52.25,15.9,17.28,209,NE,Bush,Midwest,46.8,21.83,FALSE
Richardson,30.63,39.7,146801,17582,13.6,14.16,51.95,17.9,28.48,126,NE,Bush,Midwest,41.47,30.61,FALSE
Saline,42.06,35.7,151886,17891,8.1,12.59,51.37,22.1,22.68,199,NE,Bush,Midwest,30.18,42.06,TRUE
Sarpy,26.4,28.6,30502,16723,4.8,8.89,49.93,445,3.21,269,NE,Bush,Midwest,50.44,26.41,FALSE
Saunders,27.41,35.1,106163,16526,8.2,12.31,49.89,24.5,12.49,199,NE,Bush,Midwest,44.11,27.41,FALSE
Scotts Bluff,27.92,35.1,138854,17399,16.3,11.71,51.72,49.5,9.48,416,NE,Bush,Midwest,48.24,27.92,FALSE
Seward,30.66,33.1,131004,18373,7.8,10.03,49.87,27.3,17.83,208,NE,Bush,Midwest,44.12,30.58,FALSE
Sheridan,17.86,38.1,207538,15639,17.1,14.15,51.04,2.7,18.79,324,NE,Bush,Midwest,56.68,17.86,FALSE
Sherman,29.91,38.6,97457,15990,12.7,12.14,49.74,6.5,16.76,168,NE,Bush,Midwest,38.74,29.89,FALSE
Stanton,19.35,31.6,77339,16255,10.6,11.76,50.22,14.4,12.74,118,NE,Bush,Midwest,49.71,19.35,FALSE
Thayer,27.12,41.8,215008,20227,11.8,14.17,51.53,11.5,35.91,170,NE,Bush,Midwest,40.79,27.1,FALSE
Thurston,38.33,29.9,72274,12547,23.9,10.44,50.56,17.8,7.71,27,NE,Bush,Midwest,39.79,38.33,FALSE
Valley,27.64,39.7,169568,17543,11.3,12.4,51.95,8.8,13,220,NE,Bush,Midwest,45.29,27.64,FALSE
Washington,25.38,34.8,104278,19841,6,11.54,50.87,43.5,10.41,159,NE,Bush,Midwest,48.47,25.37,FALSE
Wayne,22.45,28.6,161693,15414,10.2,11.48,51.48,21.4,9.16,157,NE,Bush,Midwest,51.73,22.45,FALSE
Webster,27.59,43.8,131919,19654,11.4,13.79,51.78,7.3,27.38,190,NE,Bush,Midwest,42.98,27.61,FALSE
York,19.75,34.8,167204,19617,8.3,12.01,51.42,25.2,14.14,237,NE,Bush,Midwest,53.94,19.75,FALSE
Churchill,23.1,33,54361,16760,9.4,11.82,49.57,3.8,6.98,210,NV,Clinton,West,49.45,23.1,FALSE
Clark,41.15,33.1,68982,21136,12.4,8.78,49.28,106.4,1.84,645,NV,Clinton,West,32.17,41.15,TRUE
Elko,23.33,29.4,55995,19495,7.1,7.6,46.79,2.2,3.79,135,NV,Clinton,West,43.67,23.33,FALSE
Humboldt,22.99,30.6,59016,19552,8.9,10.72,46.25,1.5,0.92,437,NV,Clinton,West,42.72,22.99,FALSE
Lincoln,27.52,33.4,55900,19409,11.7,13.45,48.59,0.4,3.68,195,NV,Clinton,West,47.93,27.52,FALSE
Mineral,34.42,33.9,28548,18849,12,17.02,49.04,1.7,3.23,302,NV,Clinton,West,34.76,34.42,FALSE
Pershing,29.82,31.7,46030,16713,11.5,12.02,48.59,0.7,5.45,330,NV,Clinton,West,41.06,29.82,FALSE
Washoe,34.45,33.6,74846,25635,10.3,12.43,49.22,42.3,2.58,672,NV,Clinton,West,37.18,34.45,FALSE
White Pine,36.3,33.8,77913,16202,13.1,13.63,42.9,1.1,9.06,292,NV,Clinton,West,32.33,36.3,TRUE
Belknap,33.46,35,327044,20126,8.5,13.07,51.07,122.4,9.74,363,NH,Clinton,Northeast,42.16,33.5,FALSE
Carroll,33.42,36.9,133194,22291,11.6,12.1,51.19,38.8,8.01,294,NH,Clinton,Northeast,40.16,33.44,FALSE
Cheshire,46.26,33.4,125611,19810,8.7,12.73,51.66,99.6,5.59,242,NH,Clinton,Northeast,34,46.33,TRUE
Grafton,42.24,32.2,139247,21748,10.8,11.28,50.67,44.3,8.97,291,NH,Clinton,Northeast,37.01,42.34,TRUE
Hillsborough,36.99,32.2,114644,22684,8.7,11.78,51.12,388,6.02,329,NH,Clinton,Northeast,39.04,37.04,FALSE
Merrimack,41.49,33.5,154456,22294,8.2,12.22,50.87,128.4,9.41,263,NH,Clinton,Northeast,37.59,41.54,TRUE
Rockingham,35.75,32.6,82021,23296,6.4,11.84,50.48,353.4,5.05,244,NH,Clinton,Northeast,38.25,35.8,FALSE
Strafford,44.64,30.5,87996,18620,9.6,11.15,51.51,280.9,4.7,312,NH,Clinton,Northeast,33.72,44.69,TRUE
Sullivan,44.41,35.3,95526,19379,11.2,13.82,51.04,71.3,7.31,259,NH,Clinton,Northeast,35.5,44.5,TRUE
Atlantic,43.89,34,63957,24178,12.7,11.6,51.88,408.8,6.31,983,NJ,Clinton,Northeast,37.96,43.89,TRUE
Bergen,42.44,37.6,175960,33763,5.7,14.48,52.24,3561.5,4.25,318,NJ,Clinton,Northeast,44.21,42.44,FALSE
Burlington,42.02,33,75572,23582,6.4,12.99,50.53,489.4,5.56,322,NJ,Clinton,Northeast,36.75,42.02,TRUE
Camden,49.75,32.8,82318,21701,13.9,12.49,51.76,2277.6,4.63,624,NJ,Clinton,Northeast,31.87,49.75,TRUE
Cape May,35.46,37.7,80890,22271,10.6,12.26,51.71,380.9,7.03,735,NJ,Clinton,Northeast,44.01,35.46,FALSE
Cumberland,42.64,33.3,57132,18860,15.8,10.49,50.79,284.3,8.4,656,NJ,Clinton,Northeast,36.94,42.64,TRUE
Essex,57.12,33.4,150752,26413,19.3,11.62,53.2,6114,4.73,952,NJ,Clinton,Northeast,32.2,57.12,TRUE
Gloucester,40.55,32.5,64133,19871,7.6,11.29,51.36,727.3,5.26,399,NJ,Clinton,Northeast,35.69,40.55,TRUE
Hudson,53.93,33.1,102236,21180,18.2,10.01,52.08,11845.8,2.98,712,NJ,Clinton,Northeast,35.94,53.93,TRUE
Hunterdon,28.57,35.2,119068,30078,3.2,10.48,50.35,259.7,3.24,157,NJ,Clinton,Northeast,46.56,28.57,FALSE
Mercer,49.14,34.1,142775,28333,9.3,11.97,51.59,1448.2,4.93,562,NJ,Clinton,Northeast,34.75,49.14,TRUE
Middlesex,45.16,33.4,125119,25130,7.1,12.15,50.73,2198,3.69,433,NJ,Clinton,Northeast,38.1,45.16,TRUE
Monmouth,38.24,35,115329,27251,7.5,12.28,51.67,1201.1,6.07,374,NJ,Clinton,Northeast,44.23,38.24,FALSE
Morris,32.31,35.3,147616,33375,4,13.07,52.58,910.7,5.61,257,NJ,Clinton,Northeast,51.82,32.31,FALSE
Ocean,34.88,38.5,116569,22265,7.6,11.05,52.79,696.2,7.93,373,NJ,Clinton,Northeast,44.39,34.88,FALSE
Passaic,42.47,33.4,121925,21824,13.3,11.11,51.65,2464.3,5.67,537,NJ,Clinton,Northeast,43.15,42.47,FALSE
Salem,36.02,35.1,73150,20939,11,13.75,51.75,193,12.32,339,NJ,Clinton,Northeast,37.1,36.02,FALSE
Somerset,35.48,34.8,145479,35536,4,11.92,50.63,820.5,5.99,336,NJ,Clinton,Northeast,46.39,35.48,FALSE
Sussex,25.89,32.9,84961,22586,4.6,11.57,50.31,258.3,6.01,206,NJ,Clinton,Northeast,51.71,25.89,FALSE
Union,46.01,35.8,161845,27812,9.5,13.31,51.86,4774.4,4.08,545,NJ,Clinton,Northeast,41.76,46.01,TRUE
Warren,31.33,34.4,118336,21587,6.4,12.45,51.56,261.5,6.34,205,NJ,Clinton,Northeast,44.5,31.33,FALSE
Bernalillo,45.27,32.2,83936,18684,18,11.99,51.05,428,2.83,785,NM,Clinton,West,38.52,45.27,TRUE
Colfax,49.87,35.5,128145,15060,18.4,14.02,50.11,3.5,6.31,372,NM,Clinton,West,33.09,49.87,TRUE
Curry,29.28,29,88656,14249,20.1,9.56,50.74,32.5,4.55,30,NM,Clinton,West,54.07,29.28,FALSE
Eddy,40.7,33.4,98257,15108,19.7,10.9,50.89,12.3,8.09,174,NM,Clinton,West,40.18,40.7,TRUE
Grant,54.52,33.2,64414,12701,22.6,11.55,50.67,7.2,10.03,540,NM,Clinton,West,28.38,54.52,TRUE
Lea,30.94,30.2,68951,14230,23.2,11.58,50.56,12.9,5.63,641,NM,Clinton,West,48.56,30.94,FALSE
Lincoln,29.54,37.1,95544,16578,20.3,12.11,50.48,2.7,5.57,526,NM,Clinton,West,45.57,29.54,FALSE
Los Alamos,36.62,37.8,174882,27619,1.9,15.05,49.42,165.4,3.09,197,NM,Clinton,West,40.59,36.62,FALSE
Luna,42.04,36.7,57060,11823,34.3,9.95,51.85,6.7,3.38,524,NM,Clinton,West,34.53,42.04,TRUE
McKinley,60.56,25.4,37632,9624,38.7,6.14,51.65,11.9,3.16,432,NM,Clinton,West,30.39,60.56,TRUE
Otero,33.19,29,38795,13740,18.3,10.39,49.48,7.8,3.72,338,NM,Clinton,West,46.17,33.19,FALSE
Quay,40.99,37,97989,14378,27.7,12.44,51.45,3.7,4.95,565,NM,Clinton,West,41.01,40.99,FALSE
Roosevelt,33.35,28.8,60544,14162,27.4,8.72,51.17,7.1,2.99,387,NM,Clinton,West,49.36,33.35,FALSE
Sandoval,46.45,30.8,26453,14378,14.8,5.93,50.74,18.5,1.67,189,NM,Clinton,West,36.02,46.45,TRUE
San Juan,37.32,28.1,64687,13306,22.3,9.21,50.84,17.2,2.37,479,NM,Clinton,West,44.3,37.32,FALSE
San Miguel,65.9,30.5,54304,10939,30.5,9.34,50.02,5.6,8.87,44,NM,Clinton,West,23.26,65.9,TRUE
Sierra,40.09,51,71204,13363,23.1,13.46,50.93,2.4,24.5,784,NM,Clinton,West,35.36,40.09,TRUE
Socorro,47.77,30,56037,11607,31.2,9.76,48.88,2.3,3.93,456,NM,Clinton,West,35.91,47.77,TRUE
Taos,66.01,33.9,62117,12172,26.6,8.94,50.92,10.9,0.08,361,NM,Clinton,West,21.16,66.01,TRUE
Union,27.99,37,149828,15837,19.8,16.13,51.39,1,18,200,NM,Clinton,West,52.59,27.99,FALSE
Valencia,44.7,31.5,50718,13924,21,15.56,49.75,45.2,2.15,459,NM,Clinton,West,37.6,44.7,TRUE
Albany,51.91,33.9,176010,23528,11.3,13,52.51,558.6,7.46,534,NY,Clinton,Northeast,31.83,51.9,TRUE
Allegany,25.9,31.1,57474,13417,18.4,11.75,50.34,49.7,6.99,267,NY,Clinton,Northeast,47.95,25.9,FALSE
Broome,43.51,34.1,90135,19155,12.4,14.04,51.79,300.3,6.99,328,NY,Clinton,Northeast,34.71,43.51,TRUE
Cattaraugus,28.92,33.2,87907,15252,16,13.27,51.44,65.3,5.65,306,NY,Clinton,Northeast,39.74,28.92,FALSE
Cayuga,36.69,33.1,87615,16098,13.6,12.16,50.12,119.4,6.06,287,NY,Clinton,Northeast,33.82,36.69,TRUE
Chautauqua,36.07,34.3,80771,16025,17.1,13.91,51.54,133.7,8.58,376,NY,Clinton,Northeast,33.8,36.07,TRUE
Chemung,38.58,34.2,79970,17248,13.9,14.29,51.39,233.2,4.28,426,NY,Clinton,Northeast,41.11,38.58,FALSE
Chenango,36.8,33.9,76609,15722,14.5,12.45,51.08,58.5,8.57,255,NY,Clinton,Northeast,37.24,36.8,FALSE
Clinton,40.27,29.9,77526,15497,14.3,10.49,48.66,82.4,5.61,245,NY,Clinton,Northeast,42.06,40.27,FALSE
Columbia,39.12,36.5,116650,18599,11.7,13.15,50.82,99.6,8.23,297,NY,Clinton,Northeast,39.81,39.12,FALSE
Cortland,37.48,30.3,90308,15672,14,11.2,52.19,98.9,6.3,429,NY,Clinton,Northeast,37.32,37.48,TRUE
Delaware,34.84,35.6,89845,14777,15.1,11.88,50.77,32.8,6.76,226,NY,Clinton,Northeast,43.01,34.84,FALSE
Dutchess,36.12,33.4,83492,22518,8,12.77,49.79,327.6,5.01,340,NY,Clinton,Northeast,40.5,36.12,FALSE
Erie,43.46,34.7,127789,19716,15.4,13.84,52.31,930.1,5.73,586,NY,Clinton,Northeast,28.67,43.46,TRUE
Essex,35.4,35,59965,16693,15,13.9,48.56,20.8,7.86,245,NY,Clinton,Northeast,43.63,35.4,FALSE
Franklin,41.68,32.8,69475,13989,17.5,10.68,47.18,29.7,4.23,218,NY,Clinton,Northeast,36.13,41.68,TRUE
Fulton,36.77,35.2,82657,16327,14.1,13.63,51.68,109.6,5.92,381,NY,Clinton,Northeast,40,36.77,FALSE
Genesee,30.78,33.3,80164,17553,9.5,12.88,51.31,123.3,7.49,292,NY,Clinton,Northeast,44.47,30.78,FALSE
Greene,32.68,35.5,112945,16281,12.8,11.84,48.66,71.6,5.58,304,NY,Clinton,Northeast,44.31,32.67,FALSE
Herkimer,36.34,35.3,88278,15153,13.6,13.44,51.63,47,7.23,191,NY,Clinton,Northeast,40.26,36.34,FALSE
Jefferson,35.75,29.2,82241,15513,14.9,9.68,48.32,89.4,5.99,250,NY,Clinton,Northeast,38.01,35.75,FALSE
Kings,70.7,32.3,100509,19009,31.6,8.11,53.19,32360.3,4.13,2792,NY,Clinton,Northeast,22.93,70.7,TRUE
Lewis,33.32,31.5,58740,14125,13.9,9.98,50.03,21.4,4.84,109,NY,Clinton,Northeast,37.17,33.32,FALSE
Livingston,32.25,31.2,67816,16841,10.5,10.14,51.4,101.2,6.17,279,NY,Clinton,Northeast,45.21,32.25,FALSE
Madison,34.78,31,73682,17078,11.3,10.44,50.71,108.4,4.46,248,NY,Clinton,Northeast,38.9,34.78,FALSE
Monroe,41.57,33,138850,22766,11.8,11.76,51.87,1099,6.75,619,NY,Clinton,Northeast,39.38,41.57,TRUE
Montgomery,40.56,36.6,108226,16933,13.1,14,52.31,128.7,8.27,191,NY,Clinton,Northeast,37.55,40.56,TRUE
Nassau,46.38,36.6,221488,32189,6,14.91,52.09,4520.6,4.08,312,NY,Clinton,Northeast,40.52,46.38,TRUE
Niagara,36.91,34.6,109591,18045,12.6,14.14,51.99,422.9,6.43,448,NY,Clinton,Northeast,31.48,36.91,TRUE
Oneida,37.81,33.8,112304,17302,14.2,13.16,50.29,208.1,9.36,363,NY,Clinton,Northeast,40.43,37.81,FALSE
Onondaga,42.18,32.8,113707,20137,12.2,12.5,52.04,607.3,5.91,451,NY,Clinton,Northeast,36.13,42.18,TRUE
Ontario,35.79,34.1,70229,19637,9.3,12.54,50.85,151.6,4.21,261,NY,Clinton,Northeast,42.32,35.79,FALSE
Orange,37.5,31.9,89109,19530,11.7,10.87,49.85,386.6,4.13,330,NY,Clinton,Northeast,43.66,37.5,FALSE
Orleans,29.42,32.5,58902,15347,11.9,10.89,49.39,111.7,6.38,303,NY,Clinton,Northeast,44.57,29.41,FALSE
Oswego,33.36,30.5,62279,16777,13.5,11.31,50.78,130.5,4.53,293,NY,Clinton,Northeast,36.38,33.36,FALSE
Otsego,39.36,33.1,91377,16225,13.5,11.13,52.15,61,6.27,206,NY,Clinton,Northeast,38.12,39.36,TRUE
Putnam,34.05,33.7,78450,24514,4.5,12.55,49.98,375.8,1.76,193,NY,Clinton,Northeast,45.89,34.05,FALSE
Rensselaer,39.95,32.8,93024,18797,11.9,12.79,50.89,239,4.63,365,NY,Clinton,Northeast,38.8,39.95,TRUE
Rockland,46.59,34.1,123677,26381,8.9,11.89,51.46,1549.4,4.21,266,NY,Clinton,Northeast,40.72,46.59,TRUE
St. Lawrence,43,30.8,62791,13993,18.2,10.76,49.3,42.6,6.61,335,NY,Clinton,Northeast,32.85,43,TRUE
Saratoga,36.76,32.8,63146,20179,7.6,10.9,50.58,231.4,3.32,274,NY,Clinton,Northeast,41.1,36.76,FALSE
Schenectady,43.77,35.6,82056,21765,9.8,13.75,52.32,729.7,6.3,440,NY,Clinton,Northeast,35.55,43.77,TRUE
Schoharie,35.32,33.5,77529,15116,13.3,10.76,51.05,52.9,3.77,209,NY,Clinton,Northeast,40.14,35.32,FALSE
Schuyler,34.87,34.7,49046,13896,13.2,12.21,50.41,57.5,6.35,264,NY,Clinton,Northeast,39.35,34.87,FALSE
Seneca,38.8,34.7,69156,17072,10.9,13.2,51.06,103.1,7.13,213,NY,Clinton,Northeast,36.28,38.8,TRUE
Steuben,29.08,34.4,65749,17401,14.8,13.88,50.79,71.9,4.51,338,NY,Clinton,Northeast,47.72,29.08,FALSE
Suffolk,38.88,33.5,117987,23776,7.5,12.89,51.44,1465,4.21,443,NY,Clinton,Northeast,40.4,38.88,FALSE
Sullivan,43.36,34.8,94056,18725,15.9,12.93,48.73,72.8,4.15,411,NY,Clinton,Northeast,36.02,43.36,TRUE
Tioga,33.78,33,55137,16878,10.9,12.76,50.62,102.6,5.39,224,NY,Clinton,Northeast,40.26,33.78,FALSE
Tompkins,55.68,27.2,56345,16235,13.6,8.52,50.04,200.6,4.98,493,NY,Clinton,Northeast,27.65,55.68,TRUE
Ulster,40.69,34.4,87712,19453,11.1,12.38,50.15,149.8,3.76,303,NY,Clinton,Northeast,36.16,40.69,TRUE
Warren,34.14,34.4,120103,19350,10.9,12.68,51.82,69.6,6.18,476,NY,Clinton,Northeast,42.62,34.14,FALSE
Washington,33.53,33,65432,14676,11.9,11.27,48.67,72.3,5.98,223,NY,Clinton,Northeast,41,33.53,FALSE
Wayne,30.19,32.9,60870,18188,10,11.14,50.61,151.1,4.28,327,NY,Clinton,Northeast,45.84,30.19,FALSE
Westchester,48.65,36.2,195210,35123,8.8,12.93,52.65,2038.1,7.18,378,NY,Clinton,Northeast,40.12,48.65,TRUE
Wyoming,24.7,32.4,86637,14253,11.7,11.33,46.09,73.5,5.55,270,NY,Clinton,Northeast,44.73,24.7,FALSE
Yates,32.12,34.8,65220,14712,15.4,11.79,51.47,68.6,5.34,208,NY,Clinton,Northeast,43.26,32.12,FALSE
Adams,28.84,39.3,134097,17226,11.4,13.33,50.46,3,28.67,90,ND,Bush,Midwest,39.79,28.84,FALSE
Barnes,32.94,36.6,130750,16530,14,13.42,51.11,8.2,13.17,181,ND,Bush,Midwest,42.3,32.94,FALSE
Bottineau,30.85,37.9,170458,18011,12.6,12.69,49.64,4.6,19.61,143,ND,Bush,Midwest,43.54,30.85,FALSE
Bowman,26.53,37.2,221156,19262,10.5,13.38,50.78,2.9,19.12,194,ND,Bush,Midwest,37.34,26.53,FALSE
Burleigh,27.61,32,86692,18761,9.9,11.07,51.42,38.2,7.16,389,ND,Bush,Midwest,50.9,27.61,FALSE
Cass,34.03,30,91817,19168,9.4,10.34,50.12,60.4,6.88,411,ND,Bush,Midwest,47.65,34.03,FALSE
Cavalier,27.7,38.9,161567,19626,10.5,14.07,50.26,3.8,16.67,177,ND,Bush,Midwest,48.85,27.7,FALSE
Dickey,30,37.4,99090,16951,15.4,12.85,50.46,5.2,29.15,85,ND,Bush,Midwest,49.48,30,FALSE
Divide,39.14,43.9,190244,18245,10.2,17.3,49.89,2.1,29.63,67,ND,Bush,Midwest,31.79,39.14,TRUE
Dunn,31.69,35.1,83867,13124,14.2,12.38,48.71,1.9,15.13,31,ND,Bush,Midwest,37.24,31.69,FALSE
Eddy,35.6,40.5,58231,15773,11.2,13.21,50.54,4.6,29.66,159,ND,Bush,Midwest,36.59,35.6,FALSE
Emmons,24.49,40.4,174846,15487,13.1,9.87,48.77,3,14.13,87,ND,Bush,Midwest,43.09,24.49,FALSE
Foster,29.12,37.6,160329,18324,11.3,12.92,51.29,6,26.05,32,ND,Bush,Midwest,41.39,29.12,FALSE
Grand Forks,35.14,27.3,72608,16000,12.5,9.28,48.85,49.3,6.01,480,ND,Bush,Midwest,44.06,35.14,FALSE
Grant,21.18,39.9,111482,13451,18.8,12.15,49.15,2,7.58,21,ND,Bush,Midwest,45.94,21.18,FALSE
Griggs,36.85,41,181881,17253,12.4,13.84,49.98,4.5,15.63,50,ND,Bush,Midwest,44.02,36.85,FALSE
Hettinger,25.3,40.5,121609,16993,14.2,12.63,50.34,2.8,16.25,13,ND,Bush,Midwest,46.46,25.3,FALSE
Kidder,27.35,38.6,116675,14018,15.8,11.13,48.54,2.4,14.38,128,ND,Bush,Midwest,43.19,27.35,FALSE
Logan,25.77,42.4,194663,17044,13.7,10.96,49.21,2.7,15.56,182,ND,Bush,Midwest,47.31,25.77,FALSE
McHenry,34.54,39.3,92275,14342,15.5,14.17,49.03,3.4,7.62,114,ND,Bush,Midwest,38.9,34.54,FALSE
McIntosh,21.91,48.7,179663,17843,13.2,10.45,51.86,3.9,38.42,63,ND,Bush,Midwest,55.21,21.91,FALSE
McKenzie,25.47,33,112893,16443,17.1,15,48.94,2.2,8.03,130,ND,Bush,Midwest,42.85,25.47,FALSE
McLean,34.09,37.3,114932,17465,12.5,13.29,49.65,4.7,15.4,98,ND,Bush,Midwest,40.05,34.09,FALSE
Mercer,26.37,32.4,92305,19072,7.7,11.75,49.67,9.1,8.95,197,ND,Bush,Midwest,45.33,26.37,FALSE
Morton,31.19,33.1,86837,15493,11.9,11.85,50.44,12.2,11.62,426,ND,Bush,Midwest,43.76,31.19,FALSE
Mountrail,42.35,35.9,131050,17465,16.5,12.5,50.27,3.7,25.74,78,ND,Bush,Midwest,30.92,42.35,TRUE
Pembina,28.74,36.7,155822,21502,10.5,13.28,50.49,8,13.22,106,ND,Bush,Midwest,46.45,28.74,FALSE
Pierce,31.3,40.2,140621,18863,12.9,10.17,50.42,4.7,24.58,252,ND,Bush,Midwest,45.21,31.3,FALSE
Ramsey,33.17,35.1,111487,17949,13.7,11.53,50.92,10.5,15.6,359,ND,Bush,Midwest,41.56,33.17,FALSE
Ransom,40.17,38.6,129002,16084,10.3,14.39,48.38,6.8,24.92,71,ND,Bush,Midwest,37.96,40.17,TRUE
Renville,34.73,37.2,72643,18317,8.5,13,50.22,3.4,19.67,227,ND,Bush,Midwest,39.22,34.73,FALSE
Richland,32.38,32.4,94974,15357,12.1,11.37,48.73,12.5,10.56,57,ND,Bush,Midwest,46.66,32.38,FALSE
Rolette,55.52,26.7,60683,11923,33.8,6.72,50.7,14.5,7.18,66,ND,Bush,Midwest,24.82,55.52,TRUE
Sargent,42.64,37.6,124807,20108,8.6,11.82,48.54,5.1,12.05,112,ND,Bush,Midwest,36.2,42.64,TRUE
Stark,28.12,31.7,89525,15053,13.4,10.68,50.83,17,10.75,245,ND,Bush,Midwest,42.06,28.12,FALSE
Stutsman,33.13,35,107672,16998,12.4,12.32,51.12,9.8,10.92,237,ND,Bush,Midwest,40.39,33.13,FALSE
Towner,42.57,38,146935,19670,12.7,12.35,50.28,3.3,22.94,15,ND,Bush,Midwest,34.15,42.57,TRUE
Traill,35.98,35.7,161479,17667,12.4,12.45,50.85,10,24.07,92,ND,Bush,Midwest,44.34,35.98,FALSE
Walsh,32.79,36.1,151209,18900,13.1,11.5,50.23,10.4,14.89,305,ND,Bush,Midwest,43.09,32.79,FALSE
Ward,30.39,29.3,95261,16679,12,11.08,50.21,28.6,7.13,367,ND,Bush,Midwest,46.63,30.39,FALSE
Wells,30.45,42.1,221975,18655,12.8,12.11,51.6,4.4,20.54,123,ND,Bush,Midwest,40.16,30.45,FALSE
Williams,30.33,33.4,122161,16604,13.4,12.92,50.61,10,9.52,273,ND,Bush,Midwest,36.95,30.33,FALSE
Adams,37.16,32.9,61507,11918,23.2,9.78,50.82,45.2,7.73,0,OH,Clinton,Northeast,43.89,37.16,FALSE
Allen,29.1,33,77664,17325,13.7,12.69,50.3,271.7,10.2,412,OH,Clinton,Northeast,53.48,29.1,FALSE
Ashland,28.7,33.3,69013,15617,10.2,11.95,51.19,114.5,8.02,191,OH,Clinton,Northeast,47.3,28.7,FALSE
Ashtabula,43.79,34.4,47780,15158,16.8,13.72,51.6,143.4,12.44,327,OH,Clinton,Northeast,30.8,43.79,TRUE
Athens,52.04,25.4,53199,12355,23.4,9.93,50.66,117.6,5.17,168,OH,Clinton,Northeast,27.85,52.04,TRUE
Auglaize,24.43,32.8,91642,17917,7.1,10.86,51.18,114.4,10.76,226,OH,Clinton,Northeast,51.49,24.43,FALSE
