county_name,percent_for_clinton,median_age,mean_savings,per_capita_income,percent_in_poverty,percent_veterans,percent_female,population_density,percent_in_nursing_homes,crime_index_PC,state,color,region,bush_perc,clinton_perc,clinton_win
Whiteside,45.41,34.7,109287,17246,10,13.51,51.12,88.3,11.47,316,IL,Clinton,Northeast,37.37,45.41,TRUE
Will,39.2,31.1,55370,19651,7.6,10.88,50.12,447.7,4.61,326,IL,Clinton,Northeast,38.35,39.2,TRUE
Williamson,49.93,36.1,83339,16083,14.8,13.23,51.81,138.4,10.66,265,IL,Clinton,Northeast,32.9,49.93,TRUE
Winnebago,43.04,33.4,86930,19442,11.7,12.38,51.45,504.7,7.48,811,IL,Clinton,Northeast,37.63,43.04,TRUE
Woodford,33.67,34.1,67328,18093,6.9,12.37,51.01,63.3,13.92,80,IL,Clinton,Northeast,49.26,33.67,FALSE
Adams,29.18,30.6,125678,15770,12.6,8.92,50.88,92.8,5.17,154,IN,Bush,Northeast,47.83,29.18,FALSE
Allen,32.6,32.1,112144,20748,11.2,12.17,51.58,463.6,7.78,607,IN,Bush,Northeast,45.24,32.6,FALSE
Bartholomew,30.19,34.2,75440,19936,9,12.04,51.35,160.5,5.71,340,IN,Bush,Northeast,47.91,30.19,FALSE
Benton,28.24,34.7,135028,16609,8.8,11.86,51.09,23.9,10.62,95,IN,Bush,Northeast,46.96,28.24,FALSE
Blackford,36.14,35.7,67304,15328,12.9,13.6,51.4,84.8,9.43,220,IN,Bush,Northeast,40.62,36.14,FALSE
Boone,22.94,34.4,69895,22613,6.6,11.87,51.72,93.4,8.03,55,IN,Bush,Northeast,54.64,22.94,FALSE
Brown,32.08,36.5,28332,16039,9.9,11.07,49.84,46.7,6.51,9,IN,Bush,Northeast,41.63,32.08,FALSE
Carroll,29.91,35,104096,16697,7.7,12.38,50.94,51.8,8.24,115,IN,Bush,Northeast,44.38,29.91,FALSE
Cass,29.3,35,94307,16880,12.3,13.96,51.95,93.5,10.85,202,IN,Bush,Northeast,45.7,29.3,FALSE
Clark,47.58,33.8,67654,17380,11.6,13.65,52.15,238.3,8.33,453,IN,Bush,Northeast,36.34,47.58,TRUE
Clay,32.53,35.2,90885,15438,10.7,12.42,52.06,70.5,11.43,116,IN,Bush,Northeast,46.2,32.53,FALSE
Clinton,28.55,34.1,89376,16363,10.5,11.92,51.67,78.5,13.4,280,IN,Bush,Northeast,50.24,28.55,FALSE
Crawford,45.25,34,75527,12393,16.2,12.19,50.27,32.7,7.6,103,IN,Bush,Northeast,38.11,45.25,TRUE
Daviess,30.43,33.6,83851,15051,14.7,11.3,51.65,64.8,15.59,76,IN,Bush,Northeast,53.15,30.43,FALSE
Dearborn,32.86,33.1,47333,16428,8.7,10.65,50.9,135,8.71,78,IN,Bush,Northeast,44.8,32.86,FALSE
Decatur,26.96,32.6,83775,16492,9.5,11.65,50.55,65.2,10.29,73,IN,Bush,Northeast,50.48,26.96,FALSE
Delaware,38.56,31.4,65528,17507,16.4,12.91,52.39,304.1,7.63,85,IN,Bush,Northeast,40.36,38.56,FALSE
Dubois,36.76,32.1,185623,19630,5.1,10.68,50.81,87.2,13.6,93,IN,Bush,Northeast,42.44,36.76,FALSE
Elkhart,28.09,31.8,99012,18577,9.8,9.82,51,343.5,7.65,442,IN,Bush,Northeast,53.5,28.09,FALSE
Fayette,37.06,35.1,64018,16431,13.1,13,51.56,121.9,12.4,324,IN,Bush,Northeast,40.86,37.06,FALSE
Floyd,44.4,34,80130,18682,11,12.24,52.23,454.1,8.82,339,IN,Bush,Northeast,40.24,44.4,TRUE
Fountain,33.64,35.9,114436,15386,10.8,12.82,51.71,45.2,10.22,30,IN,Bush,Northeast,40.32,33.64,FALSE
Franklin,30.07,32.7,86875,14700,11.1,10.76,50.41,51.6,5.98,40,IN,Bush,Northeast,46.91,30.07,FALSE
Fulton,29.93,35.3,83708,15736,9.9,13.36,51.37,51.8,13.61,9,IN,Bush,Northeast,46.7,29.93,FALSE
Gibson,46.68,35.1,86094,16998,9.2,13.17,51.95,65,12.67,48,IN,Bush,Northeast,34.95,46.68,TRUE
Grant,32.05,34.9,63292,16610,15.2,14.51,51.7,179.2,9.69,401,IN,Bush,Northeast,48.04,32.05,FALSE
Greene,39.91,35.9,93722,15264,13,12.53,51.48,57.9,11.97,17,IN,Bush,Northeast,39.76,39.91,TRUE
Hamilton,18.43,32.9,62579,28005,4.1,8.88,51.19,304.3,5.71,115,IN,Bush,Northeast,62.46,18.43,FALSE
Hancock,23.02,34.2,63769,19890,5.7,11.91,50.75,154.8,8.4,168,IN,Bush,Northeast,53.65,23.02,FALSE
Harrison,42.19,33.2,101553,15799,10.8,11.2,50.35,63.3,5.7,115,IN,Bush,Northeast,39.52,42.19,TRUE
Hendricks,21.34,33.3,62744,20074,4.7,12.14,49.41,194.9,6.96,86,IN,Bush,Northeast,55.45,21.34,FALSE
Henry,33.99,36.1,60662,16809,13.1,13.59,51.89,123.7,9.34,249,IN,Bush,Northeast,43.62,33.99,FALSE
Howard,29.96,34.1,63532,19321,12,13.96,52.14,280.5,6.33,363,IN,Bush,Northeast,44.57,29.96,FALSE
Huntington,24.07,32.8,86077,17700,8,11.07,51.48,93.6,12.29,235,IN,Bush,Northeast,56.79,24.07,FALSE
Jackson,35.02,33.6,82073,15798,10.7,10.83,51.52,75.8,10.1,38,IN,Bush,Northeast,44.81,35.02,FALSE
Jasper,30.67,32,112801,15338,8.9,11.53,50.44,46.4,5.12,21,IN,Bush,Northeast,48.62,30.67,FALSE
Jay,36.31,35,75039,13866,13.4,12.46,51.31,56.8,8.07,145,IN,Bush,Northeast,40.84,36.31,FALSE
Jefferson,41.77,33.7,67505,15024,12.8,12.71,51.12,83.8,11.39,64,IN,Bush,Northeast,37.43,41.77,TRUE
Jennings,33.72,33.1,51863,15553,12.9,10.99,50.44,64.4,4.57,224,IN,Bush,Northeast,42.66,33.72,FALSE
Johnson,23.27,32.6,61848,19838,7.9,10.64,51.32,292.3,13.11,157,IN,Bush,Northeast,54.36,23.27,FALSE
Knox,38.87,33.5,99734,16303,15.1,12.82,51.28,77.5,12.28,347,IN,Bush,Northeast,38.67,38.87,TRUE
Kosciusko,21.5,32.2,88646,19191,7.8,10.05,50.93,122.6,5.77,117,IN,Bush,Northeast,57.44,21.5,FALSE
Lake,55.17,33,65369,17881,15.9,13.64,51.95,966,5.08,678,IN,Bush,Northeast,28.91,55.17,TRUE
Lawrence,33.11,35.3,81952,16126,11.4,12.88,51.44,96.7,11.01,203,IN,Bush,Northeast,45.96,33.11,FALSE
Madison,37.72,34.8,68275,16776,13.7,13.71,51.03,290.8,8.34,350,IN,Bush,Northeast,39.76,37.72,FALSE
Marion,37.75,31.8,119332,21430,15,12.04,52.49,2048.2,7.55,755,IN,Bush,Northeast,43.66,37.75,FALSE
Marshall,29.65,33.3,90154,16482,8.6,10.5,50.8,97.2,6.2,25,IN,Bush,Northeast,48.58,29.65,FALSE
Martin,37.11,34.1,80087,15323,11.6,14.38,50.7,30.9,12.21,126,IN,Bush,Northeast,46.4,37.11,FALSE
Miami,28.5,31.5,61919,14891,12.8,12.1,50.69,98.5,5.54,26,IN,Bush,Northeast,46.1,28.5,FALSE
Monroe,45.22,26.4,57887,16281,14,8.72,51.98,280.7,5.54,368,IN,Bush,Northeast,38.22,45.22,TRUE
Montgomery,23.15,34,81913,18139,9.3,12.67,50.37,69.4,12.89,328,IN,Bush,Northeast,52.2,23.15,FALSE
Morgan,22.22,32.9,48631,17075,9.1,11.04,50.78,143.9,5.66,154,IN,Bush,Northeast,51.83,22.22,FALSE
Newton,32.88,33.6,94709,15336,9.8,12.47,50.66,34.6,16.76,171,IN,Bush,Northeast,42.95,32.88,FALSE
Noble,32.17,31.9,73852,16246,8.5,10.79,50.63,94.1,11.91,90,IN,Bush,Northeast,42.9,32.17,FALSE
Ohio,38.58,34.1,35694,14690,10.1,12.96,51.33,61.1,10.75,10,IN,Bush,Northeast,40.14,38.58,FALSE
Orange,36.78,34.7,126441,13795,14,12.16,51.26,46.5,11.61,43,IN,Bush,Northeast,46.64,36.78,FALSE
Owen,33.67,34.7,57836,13984,13.2,11.07,50.61,47.5,5.52,18,IN,Bush,Northeast,42,33.67,FALSE
Parke,34.22,36.3,69951,15530,12.2,14.45,51.93,35.3,18.28,40,IN,Bush,Northeast,41.6,34.22,FALSE
Perry,51.47,33.5,113279,14114,10.9,13.36,49.25,49.6,7.72,157,IN,Bush,Northeast,31.69,51.47,TRUE
Pike,46.46,36.3,105377,16453,13,13.42,50.6,36.9,3.23,44,IN,Bush,Northeast,33.84,46.46,TRUE
Porter,36.84,32.7,54246,19914,6.6,11.65,50.94,321.1,6.52,284,IN,Bush,Northeast,39.68,36.84,FALSE
Posey,40.44,33.4,101105,18146,8.1,12.44,50.45,63.9,7.39,43,IN,Bush,Northeast,38.72,40.44,TRUE
Pulaski,32.96,33.8,144603,15754,12.1,12.19,50.84,29.7,5.74,117,IN,Bush,Northeast,45.84,32.96,FALSE
Putnam,28.94,32.1,79440,15232,9.3,12.16,48.7,65.4,8.34,56,IN,Bush,Northeast,44.33,28.94,FALSE
Randolph,32.84,35.6,88770,15401,15.1,13.21,51.48,59.8,5.17,73,IN,Bush,Northeast,41.9,32.84,FALSE
Ripley,31.82,33.1,138470,17345,10,11.22,50.94,56.9,11.69,69,IN,Bush,Northeast,46.02,31.82,FALSE
Rush,27.07,33.6,89738,15736,11,12.79,51.49,44.8,9.4,17,IN,Bush,Northeast,48.36,27.07,FALSE
Scott,51.98,32.7,51973,14465,15.7,10.02,51.39,112.9,10.42,116,IN,Bush,Northeast,33.71,51.98,TRUE
Shelby,28.13,33.1,71550,17905,9.3,12.42,51.36,99.8,10.15,18,IN,Bush,Northeast,49.81,28.13,FALSE
Spencer,44.9,33.7,70498,15467,9.3,12.76,49.82,49.4,9.64,31,IN,Bush,Northeast,39.56,44.9,TRUE
Starke,42.19,33.3,63260,12701,16.2,10.72,50.66,72.7,11.29,15,IN,Bush,Northeast,35.4,42.19,TRUE
Steuben,31.65,33.4,91466,17312,8.4,10.33,50.12,91.7,5.27,400,IN,Bush,Northeast,42.44,31.65,FALSE
Sullivan,45.93,36.7,98330,16074,12.9,14.04,52.02,42.5,11.05,25,IN,Bush,Northeast,33.29,45.93,TRUE
Switzerland,45.31,35.2,63214,12984,15.4,11.73,50.84,36.2,10.5,59,IN,Bush,Northeast,35.74,45.31,TRUE
Tippecanoe,34.46,26.8,87934,17264,11.7,9.89,49.46,264.5,10.44,454,IN,Bush,Northeast,45.79,34.46,FALSE
Union,30.26,33.7,149921,14299,10.9,10.69,51.29,43.9,10.28,44,IN,Bush,Northeast,46.97,30.26,FALSE
Vanderburgh,43.99,34.5,101325,19955,14,13.25,52.83,710.6,13.04,442,IN,Bush,Northeast,39.39,43.99,TRUE
Vermillion,46.63,36.5,74398,16281,11.3,14.15,52.45,64.6,13.37,32,IN,Bush,Northeast,30.13,46.63,TRUE
Vigo,42.81,33,99213,16530,15.1,14.56,50.98,265.8,8.56,446,IN,Bush,Northeast,37.56,42.81,TRUE
Wabash,29.92,33.7,73236,16315,9.7,11.15,51.56,84.2,14.89,162,IN,Bush,Northeast,46.77,29.92,FALSE
Warren,34.15,36,47912,15471,9.6,12.9,50.48,22.5,9.15,38,IN,Bush,Northeast,40,34.15,FALSE
Warrick,41.78,33.3,56073,18622,7.1,11.54,50.71,121.3,5.79,44,IN,Bush,Northeast,39.23,41.78,TRUE
Washington,40.69,33.3,65278,14151,13.8,10.02,50.14,47.4,9.06,25,IN,Bush,Northeast,40.2,40.69,TRUE
Wayne,36.42,34.9,69174,16470,16.4,13.34,52.24,178.6,10.24,336,IN,Bush,Northeast,44.69,36.42,FALSE
Wells,27.26,33.1,91019,17873,7.1,10.82,51.35,70.5,13.87,144,IN,Bush,Northeast,48.17,27.26,FALSE
White,29.23,35.1,108531,16710,8.7,13.05,51.53,47.1,8.87,168,IN,Bush,Northeast,45.22,29.23,FALSE
Whitley,29.6,33.3,91840,17230,6.3,11.17,50.83,84.6,7.39,13,IN,Bush,Northeast,43.27,29.6,FALSE
Adair,39.46,39.3,138220,16324,12.1,12.81,51.7,14.8,19.05,108,IA,Clinton,Midwest,40.84,39.46,FALSE
Adams,39.83,40.1,108057,15409,15.4,14.6,51.12,11.1,12.34,132,IA,Clinton,Midwest,33.24,39.83,TRUE
Appanoose,44.09,37.9,95008,14636,19,13.25,52.29,27.8,14.06,333,IA,Clinton,Midwest,36.81,44.09,TRUE
Audubon,41.03,40.3,143152,17612,11.4,14.73,51.85,16,30.14,128,IA,Clinton,Midwest,35.45,41.03,TRUE
Benton,42.79,34.7,114227,16637,9.5,13.19,50.87,31.8,7.32,158,IA,Clinton,Midwest,33.23,42.79,TRUE
Black Hawk,48.06,32.8,90720,17425,14.1,14.19,52.26,219.2,9.19,79,IA,Clinton,Midwest,34.77,48.06,TRUE
Boone,48.39,36.6,74008,18902,9.2,13.02,52.09,44.3,21.23,220,IA,Clinton,Midwest,33.95,48.39,TRUE
Bremer,40.75,35.2,128264,17168,8.4,11.96,51.3,52.8,18.66,40,IA,Clinton,Midwest,38.26,40.75,TRUE
Buchanan,43.15,33.4,101325,16076,13.1,12.18,50.77,36.8,9.67,124,IA,Clinton,Midwest,34.32,43.15,TRUE
Buena Vista,36.45,33.9,139358,16786,9.7,12.41,51.32,35,12.84,290,IA,Clinton,Midwest,41.73,36.45,FALSE
Butler,35.7,37.9,104918,16317,9.7,11.58,51.03,27.2,19.3,76,IA,Clinton,Midwest,44.96,35.7,FALSE
Calhoun,40.58,39.8,122010,18293,11.1,13.58,52.08,20.2,21.48,111,IA,Clinton,Midwest,41.13,40.58,FALSE
Carroll,40.11,34.2,137163,18298,9.7,11.94,51.59,37.8,11.07,102,IA,Clinton,Midwest,36.3,40.11,TRUE
Cass,31.61,38.3,143033,17391,11.9,12.85,52.25,26.6,22.33,180,IA,Clinton,Midwest,45,31.61,FALSE
Cedar,40,36.1,134924,17920,9.2,12.33,51.13,30.5,12.71,224,IA,Clinton,Midwest,35.98,40,TRUE
Cerro Gordo,46.99,35.4,104292,17910,10.3,14.42,52.62,82.3,13.33,500,IA,Clinton,Midwest,33.96,46.99,TRUE
Cherokee,37.57,37.2,157590,17106,9.5,14.31,51.57,24.3,16.93,92,IA,Clinton,Midwest,40.16,37.57,FALSE
Chickasaw,43.87,35.7,173639,16895,9.4,12.17,50.2,26.4,13.23,99,IA,Clinton,Midwest,32.06,43.87,TRUE
Clarke,45.09,36.7,125501,14134,14.8,12.57,52.14,19.5,7.26,125,IA,Clinton,Midwest,33.26,45.09,TRUE
Clay,39.93,35.1,122512,17667,9.7,13.99,52.15,31.1,22.94,214,IA,Clinton,Midwest,35.93,39.93,TRUE
Clayton,40.72,35.9,116313,15639,11.8,12.31,50.7,24.1,14.57,51,IA,Clinton,Midwest,33.12,40.72,TRUE
Clinton,46.81,35.1,93269,17385,11.8,14.52,51.89,73.8,10.55,67,IA,Clinton,Midwest,35.04,46.81,TRUE
Crawford,39.16,35.4,136430,17233,13,12.49,51.11,23.4,14.49,168,IA,Clinton,Midwest,35.1,39.16,TRUE
Dallas,44.1,34.6,95938,19759,7.8,11.36,51.01,52.7,15.7,193,IA,Clinton,Midwest,37.6,44.1,TRUE
Davis,48.55,36.1,77807,14908,14.7,11.59,51.09,16.5,14.46,180,IA,Clinton,Midwest,33.26,48.55,TRUE
Decatur,46.81,35.5,64483,12906,21.1,13.64,51.61,15.2,20.62,184,IA,Clinton,Midwest,33.02,46.81,TRUE
Delaware,36.42,32.7,112964,15713,12,9.67,50.72,31.7,10.66,83,IA,Clinton,Midwest,37.62,36.42,FALSE
Des Moines,53.37,35.9,101245,17810,11.7,15.11,52.12,103.1,11.17,526,IA,Clinton,Midwest,30.1,53.37,TRUE
Dickinson,37.4,39.7,89895,19927,8.3,14.01,51.96,39.9,14.41,106,IA,Clinton,Midwest,38.48,37.4,FALSE
Dubuque,47.8,33.1,108968,18086,10.2,12.47,51.54,143.7,14.26,273,IA,Clinton,Midwest,32.6,47.8,TRUE
Emmet,44.5,36.1,124507,16375,12.4,13.97,51.68,29.3,20.78,239,IA,Clinton,Midwest,34.76,44.5,TRUE
Fayette,40.62,36.4,128185,15076,13.5,13.12,51.24,30.1,8.73,42,IA,Clinton,Midwest,35.71,40.62,TRUE
Floyd,47.59,37.9,134049,16975,12.7,14.01,52.41,33.8,19.59,227,IA,Clinton,Midwest,31.02,47.59,TRUE
Franklin,38.91,38.1,109071,17704,11,13.71,51.68,19.2,17.95,89,IA,Clinton,Midwest,40.58,38.91,FALSE
Greene,45.25,39.4,205159,18133,11,14.39,52.17,17.8,16.04,41,IA,Clinton,Midwest,36.47,45.25,TRUE
Grundy,30.78,38.8,162083,19418,7.4,12.93,51.88,24.1,11.32,59,IA,Clinton,Midwest,51.33,30.78,FALSE
Guthrie,40.97,39.9,130174,17219,11.6,12.97,51.91,19,20.09,127,IA,Clinton,Midwest,35.98,40.97,TRUE
Hamilton,42.47,37.1,124157,18879,9.4,14.2,51.38,27.9,13.11,181,IA,Clinton,Midwest,39.46,42.47,TRUE
Hancock,37.46,35.4,132135,16307,10,12.45,51.2,21.7,13.87,48,IA,Clinton,Midwest,41.82,37.46,FALSE
Hardin,42.23,37.9,159764,17613,11.6,14.17,51.61,33,19.68,256,IA,Clinton,Midwest,39.98,42.23,TRUE
Harrison,34.2,36.5,96187,16346,12.6,13.14,51.76,21.1,21.5,70,IA,Clinton,Midwest,40.23,34.2,FALSE
Henry,41.08,34.7,93515,16739,10.5,10.89,49.59,45.1,15.26,239,IA,Clinton,Midwest,39.81,41.08,TRUE
Howard,43.17,37.7,134426,15702,12.9,12.34,51.11,20.9,19.09,98,IA,Clinton,Midwest,31.18,43.17,TRUE
Humboldt,34.04,38.6,133781,17789,9.1,14.25,51.34,24.4,13.49,53,IA,Clinton,Midwest,44.34,34.04,FALSE
Ida,34.18,36.9,161700,17383,9.8,13.84,51.47,19.2,21.45,1,IA,Clinton,Midwest,40.43,34.18,FALSE
Iowa,36.76,36.6,111545,19405,7.2,11.8,51.53,25.2,14.93,13,IA,Clinton,Midwest,38.13,36.76,FALSE
Jackson,47.51,35,131448,16008,13,12.37,50.87,31.6,11.19,142,IA,Clinton,Midwest,28.73,47.52,TRUE
Jasper,45.08,36.1,99804,18338,8.3,13.14,50.99,47.8,10.89,124,IA,Clinton,Midwest,38.12,45.08,TRUE
Jefferson,30.72,36.8,102631,16230,14.2,10.04,51.11,37.9,9.94,324,IA,Clinton,Midwest,30.46,30.72,TRUE
Johnson,55.35,27.3,99040,18890,9.7,7.96,50.2,159.6,3.72,44,IA,Clinton,Midwest,27.12,55.35,TRUE
Jones,39.42,34.6,134326,14345,11.3,12.21,48.15,34.4,5.81,142,IA,Clinton,Midwest,34.51,39.42,TRUE
Keokuk,41.76,37.4,140796,16166,12.9,13.37,51.23,20,16.03,187,IA,Clinton,Midwest,35.52,41.76,TRUE
Kossuth,40.4,36.7,156255,16974,11.2,13.57,51.3,18.7,18.08,114,IA,Clinton,Midwest,38.24,40.4,TRUE
Lee,54.61,35.8,103853,16605,13.1,14.94,50.86,75.6,12.25,159,IA,Clinton,Midwest,27.85,54.61,TRUE
Linn,43.39,33.1,102100,20425,9.3,13.56,51.3,241.1,5.86,1,IA,Clinton,Midwest,33.99,43.39,TRUE
Louisa,43.17,34.3,103034,17065,11.6,12.18,49.65,28.4,14.91,297,IA,Clinton,Midwest,34.91,43.17,TRUE
Lyon,23.24,34.8,124328,15323,9.8,11.23,50.91,20.4,16.25,28,IA,Clinton,Midwest,57.14,23.24,FALSE
Mahaska,36.24,34.8,92906,16206,12.2,12.36,51.23,37.7,11.58,75,IA,Clinton,Midwest,48.34,36.24,FALSE
Marion,40.87,34.2,88349,18054,9.4,12.15,50.32,54.5,9.37,48,IA,Clinton,Midwest,44.79,40.87,FALSE
Marshall,45.4,36.7,104616,18872,10.8,15.23,51.12,66,27.99,374,IA,Clinton,Midwest,37.09,45.4,TRUE
Mills,29.16,35.1,83245,20575,10.1,11.02,50.3,30.7,6.57,3,IA,Clinton,Midwest,43.77,29.16,FALSE
Mitchell,40.71,38.3,216472,18621,9.5,13.45,51.4,23,25.46,93,IA,Clinton,Midwest,36.15,40.71,TRUE
Monona,39.99,40.5,133902,16581,13.9,14.37,52.41,14.4,27.5,247,IA,Clinton,Midwest,34.23,39.99,TRUE
Monroe,48.36,37.8,105261,16666,15.3,11.88,51.82,18.9,9.02,88,IA,Clinton,Midwest,34.98,48.36,TRUE
Montgomery,29.78,38.6,115701,17442,10.9,13.85,52.69,28.1,23.95,375,IA,Clinton,Midwest,44.78,29.78,FALSE
Muscatine,42.04,33.1,113113,19649,10.7,12.01,50.91,93,10.96,173,IA,Clinton,Midwest,36.09,42.04,TRUE
O'Brien,28,36.9,137471,17435,9.5,13.36,51.68,27,19.61,232,IA,Clinton,Midwest,51.06,28,FALSE
Osceola,27.5,36.1,145111,16182,9.1,14.99,51.23,18.1,6.94,113,IA,Clinton,Midwest,48.78,27.5,FALSE
Page,26.69,38.2,127202,17759,12.6,13.67,51.13,31.2,18.02,298,IA,Clinton,Midwest,50.21,26.69,FALSE
Palo Alto,44.13,37.5,162070,16611,12.9,13.4,51.6,18.6,25.43,149,IA,Clinton,Midwest,33.26,44.13,TRUE
Plymouth,30.25,34.1,129318,17987,7.6,11.25,50.81,27.4,19.41,35,IA,Clinton,Midwest,49.56,30.25,FALSE
Pocahontas,41.1,39.2,143958,17646,10.6,15.53,51.5,16.1,25.48,112,IA,Clinton,Midwest,37.33,41.1,TRUE
Polk,46.98,32.4,110170,22331,10.3,12.14,52.23,593.5,6.31,535,IA,Clinton,Midwest,38.09,46.98,TRUE
Pottawattamie,35.64,33.5,68762,16734,12.5,14.11,51.87,87.5,6.81,21,IA,Clinton,Midwest,42.22,35.64,FALSE
Poweshiek,44.83,34.5,115214,17751,9.9,11.88,51.73,32.3,14.23,7,IA,Clinton,Midwest,35.87,44.83,TRUE
Ringgold,46.74,42.2,92639,14704,17.1,11.72,52.48,10,26.48,91,IA,Clinton,Midwest,33.71,46.74,TRUE
Sac,36.36,38.3,133182,16708,10.9,13.94,51.16,21.2,18.11,56,IA,Clinton,Midwest,41,36.36,FALSE
Scott,45.22,32.4,103148,19280,12.7,13.98,51.43,338.7,6.95,693,IA,Clinton,Midwest,38.63,45.22,TRUE
Shelby,32,37.3,149972,16945,10.2,12.77,51.09,22.3,21.36,1,IA,Clinton,Midwest,42.92,32,FALSE
Sioux,15.11,30.9,128974,15996,7.1,9.41,51.35,39.6,10.89,44,IA,Clinton,Midwest,72.21,15.11,FALSE
Story,47.14,25.9,84890,17373,10.4,8.76,48.16,129.9,7.43,350,IA,Clinton,Midwest,34.98,47.14,TRUE
Tama,42.89,37.4,122403,16363,10.5,13.37,51.5,24.1,10.8,175,IA,Clinton,Midwest,35.39,42.89,TRUE
Taylor,40.27,40,79925,13641,16,14.39,52.61,13.3,18.31,134,IA,Clinton,Midwest,33.79,40.27,TRUE
Union,42.04,36.5,110688,15634,14.2,11.86,52.89,29.7,15.71,148,IA,Clinton,Midwest,36.45,42.04,TRUE
Van Buren,39.46,37.8,109794,14044,13.8,12.44,50.63,15.9,19.35,170,IA,Clinton,Midwest,38.22,39.46,TRUE
Wapello,53.91,37.1,89314,16319,15.1,15.43,52.22,83.1,9.92,380,IA,Clinton,Midwest,33.97,48.1,TRUE
Warren,44.95,32.8,51999,17458,7.3,11.42,51.19,65.2,11.45,250,IA,Clinton,Midwest,37.8,44.95,TRUE
Wayne,45.54,42.1,106461,14433,16.7,14.69,52.39,13.3,18.14,172,IA,Clinton,Midwest,36.24,45.54,TRUE
Webster,45.25,35.5,98138,17467,13.3,15.63,52.13,56.1,22.22,3,IA,Clinton,Midwest,36.95,45.25,TRUE
Winnebago,38.2,35.9,140234,18149,9.6,11.6,51.38,29.7,17.73,134,IA,Clinton,Midwest,39.6,38.2,FALSE
Winneshiek,39.39,31.7,122319,16305,11.1,9.91,50.97,30.4,22.48,194,IA,Clinton,Midwest,34.61,39.39,TRUE
Woodbury,40.59,32.9,93137,18983,13,13.31,51.64,114.5,9.43,616,IA,Clinton,Midwest,42.34,40.59,FALSE
Worth,45.17,38.3,91451,15993,10.2,13.47,51.49,19.8,17.34,46,IA,Clinton,Midwest,31.07,45.17,TRUE
Wright,41.65,39,158738,17048,10.4,13.85,52.26,24.6,14.76,86,IA,Clinton,Midwest,40.63,41.65,TRUE
Allen,35.96,35.5,76912,14537,16.7,12.8,51.79,29.2,18.3,314,KS,Bush,Midwest,36.56,35.96,FALSE
Anderson,31.95,38.1,163573,16008,13.8,11.38,51.49,13.6,16.46,212,KS,Bush,Midwest,33.03,31.95,FALSE
Atchison,39.28,33.5,105814,15701,15,12.02,51.43,38.9,12.02,359,KS,Bush,Midwest,33.48,39.3,TRUE
Barber,26.35,37.5,209026,16931,8.7,14.44,51.98,5,15.09,123,KS,Bush,Midwest,42.52,26.35,FALSE
Barton,28.32,34.8,145408,17305,14.1,13.3,51.58,32.8,11.4,458,KS,Bush,Midwest,37.65,28.32,FALSE
Bourbon,35.03,36.8,94548,16208,19.2,13.44,52.82,23.2,15.74,267,KS,Bush,Midwest,40.17,35.05,FALSE
Brown,27.88,36.7,140560,16238,18.8,12.92,51.91,19.4,19.73,225,KS,Bush,Midwest,41.61,27.88,FALSE
Butler,29.75,33.8,71706,18390,8.9,11.28,50.35,37.3,11.63,338,KS,Bush,Midwest,38.79,29.75,FALSE
Chase,27.89,39.7,110300,17758,15,13.79,50.24,3.7,20,97,KS,Bush,Midwest,36.2,27.89,FALSE
Chautauqua,28.85,43.3,95114,14358,20.4,15.34,51.5,6.9,27.27,139,KS,Bush,Midwest,41.15,28.85,FALSE
Cherokee,41.85,35.8,89752,14428,20.2,12.58,52.31,36.8,12.18,180,KS,Bush,Midwest,36.78,41.85,TRUE
Cheyenne,23.19,41.8,205700,18206,10.8,13.13,51.74,3.1,36.56,3,KS,Bush,Midwest,49.17,23.19,FALSE
Clark,22.28,41.1,275263,21018,8.4,13,51.59,2.5,28.33,138,KS,Bush,Midwest,51.49,22.32,FALSE
Clay,20.63,39.2,133192,16850,12.6,13.1,51.53,14.4,17.1,137,KS,Bush,Midwest,47.89,20.63,FALSE
Cloud,31.57,39.9,157533,16216,12.8,12.94,52.72,15,32.06,231,KS,Bush,Midwest,39.12,31.57,FALSE
Coffey,23.74,36.2,130545,17205,10.2,12,50.57,13.6,27.67,137,KS,Bush,Midwest,42.44,23.76,FALSE
Comanche,25.29,41.6,200886,22336,10.4,13.27,51.95,2.8,42.27,5,KS,Bush,Midwest,49.49,25.29,FALSE
Cowley,34.24,34.7,84019,16094,13.9,12.56,51.54,32.7,11.25,420,KS,Bush,Midwest,34.35,34.24,FALSE
Crawford,44.4,34.4,115548,16251,19.6,12.93,51.79,60.4,15.92,608,KS,Bush,Midwest,32.96,44.4,TRUE
Decatur,27.57,40.2,175353,19598,12.4,14.87,51.24,4.3,30.26,108,KS,Bush,Midwest,45,27.57,FALSE
Dickinson,27.3,37.3,138001,15691,11.8,13.69,51.77,22.7,16.17,161,KS,Bush,Midwest,41.76,27.31,FALSE
Doniphan,29.6,35.1,117707,17038,16.7,13.27,50.81,20.7,10.37,137,KS,Bush,Midwest,39.74,29.62,FALSE
Douglas,45.99,25.8,51493,15665,13.6,8.04,50.31,184.5,5.74,603,KS,Bush,Midwest,30.64,45.99,TRUE
Edwards,29.45,39.4,147411,22411,12.1,13.47,51.93,5.8,20,67,KS,Bush,Midwest,39.95,29.45,FALSE
Elk,27.84,47,66156,15542,18.3,16.75,51.93,4.9,26.88,353,KS,Bush,Midwest,42.94,27.84,FALSE
